Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"45/SYB",3.2470882483758034e-4,3.2226026603020724e-4,3.334349448326975e-4,1.077319837054606e-5,2.586228067918298e-6,2.1805901817710368e-5
"45/Uni",6.491698831515876e-5,6.458521003981953e-5,6.586765102846056e-5,1.3415686547872858e-6,5.064222984412218e-7,2.579641321619911e-6
"46/TYB",1.0510208401829003e-4,1.0483505520969629e-4,1.055217007175088e-4,8.52658974754699e-7,4.911268410835387e-7,1.3673258742274922e-6
"46/Hand",1.128836131400683e-4,1.1231921134008604e-4,1.1378440188074656e-4,1.8310914098051819e-6,1.255341076844238e-6,2.6769220335958287e-6
"46/SYB",1.0183227171190084e-3,1.0146510710008438e-3,1.023448716569692e-3,1.1237444797800696e-5,8.323329982499692e-6,1.5267142291764232e-5
"46/Uni",2.0344535872961086e-4,2.0262996718908353e-4,2.0476937657222156e-4,2.678107630585193e-6,1.6395984802119502e-6,3.4680077759999923e-6
"47/TYB",2.0217659268528224e-4,1.9995453152805566e-4,2.0750763211399318e-4,8.391069548171687e-6,3.6803828986046997e-6,1.490418085655479e-5
"47/Hand",2.068976597550015e-4,2.055752313695848e-4,2.1120032037918765e-4,5.620638992425771e-6,1.7381346093736292e-6,1.1608690868879464e-5
"47/SYB",1.9041323879733683e-3,1.896502993442118e-3,1.9143367031589154e-3,2.2890720789738045e-5,1.734830090978825e-5,3.2250382187190815e-5
"47/Uni",4.482515725617608e-4,4.4428746631989884e-4,4.5754036040355757e-4,1.4866490472525783e-5,4.674790146329419e-6,2.600383180284858e-5
"48/TYB",2.495265224948526e-4,2.487063625827431e-4,2.5168182644993064e-4,3.206116796166787e-6,8.705815593483705e-7,5.997305501988062e-6
"48/Hand",3.080862815026194e-4,3.025096709374339e-4,3.20841675484553e-4,2.0652926845302918e-5,1.0564028898679857e-5,3.660343074127782e-5
"48/SYB",2.4346804836764937e-3,2.4210906246677037e-3,2.47047188077122e-3,5.378180087802739e-5,2.3014239707301026e-5,1.0475192075163564e-4
"48/Uni",6.157100309617817e-4,6.11928712297231e-4,6.220662702806295e-4,1.2438518763983004e-5,7.869203762496009e-6,2.0424621964631165e-5
"49/TYB",2.771163204684853e-4,2.7451278958469627e-4,2.816271999850869e-4,8.750080953232676e-6,5.6703704396177055e-6,1.2854410159541682e-5
"49/Hand",3.0580699988640847e-4,3.0408084937371316e-4,3.0832231589592995e-4,5.366569988101921e-6,3.8148167834831085e-6,7.02572499705957e-6
"49/SYB",2.752101443149149e-3,2.715051195956767e-3,2.809283755160869e-3,1.1772831004133406e-4,8.432001839579727e-5,1.762059613881725e-4
"49/Uni",6.592881788499654e-4,6.534946073777973e-4,6.677901853807271e-4,1.7993546149051458e-5,1.265241185287094e-5,2.361288688373977e-5
"50/TYB",1.8054725918918845e-4,1.7899277005344633e-4,1.8368484769016504e-4,5.4875649951232144e-6,3.1024966710318152e-6,9.028617051421332e-6
"50/Hand",2.0370761916662253e-4,2.0233750706538558e-4,2.0554503168289864e-4,4.1241698882663515e-6,3.224094030708731e-6,5.5005864986895384e-6
"50/SYB",1.711270830966532e-3,1.6984343746677042e-3,1.729972384311259e-3,4.0071111142240833e-5,2.8393507389833908e-5,5.302031641345491e-5
"50/Uni",4.162971251333754e-4,4.1350603830069303e-4,4.224387877310316e-4,1.0226427884027614e-5,5.3854479089863375e-6,1.896087252717484e-5
"51/TYB",2.552390316501259e-4,2.5153877530246973e-4,2.6607277188450093e-4,1.4891506882300248e-5,5.113082698385161e-6,2.9475074801935382e-5
"51/Hand",3.0130804129876196e-4,2.985066229943187e-4,3.078812415245921e-4,1.0533673182686311e-5,4.563426220984886e-6,1.884144430375873e-5
"51/SYB",2.3909259060397744e-3,2.3804736355319623e-3,2.4164843777194616e-3,3.97590008845882e-5,1.9161285540094317e-5,7.650260777615087e-5
"51/Uni",6.257999052293598e-4,6.226146330125631e-4,6.307590116746725e-4,1.0149955234278467e-5,6.964679680407557e-6,1.519762916337008e-5
"52/TYB",5.580365766771139e-5,5.541217436082661e-5,5.635392774827778e-5,1.1944195770970042e-6,8.815893018815897e-7,1.6011893391456094e-6
"52/Hand",5.756616707106954e-5,5.67801386608105e-5,5.8461617060789945e-5,2.1875528846752947e-6,1.8861235848988788e-6,2.717233438496154e-6
"52/SYB",5.090324156607191e-4,5.067563129588963e-4,5.137244932974377e-4,8.166544340326633e-6,4.5770847906178265e-6,1.4270530208412657e-5
"52/Uni",9.437541348549228e-5,9.390413942746817e-5,9.494126024655999e-5,1.3524320801039304e-6,1.1237801455726716e-6,1.541843459145869e-6
"53/TYB",3.06508562900126e-4,3.058028439059854e-4,3.0851127896457917e-4,2.854392527908957e-6,1.0931780012957876e-6,5.6233942015882295e-6
"53/Hand",4.0628672372549767e-4,4.000115467235446e-4,4.1821401050935194e-4,2.1728793053488286e-5,1.3541261915040623e-5,3.874001722307929e-5
"53/SYB",2.9464793423190708e-3,2.9328417995944617e-3,2.9679751614108685e-3,4.3829419743081774e-5,3.063079389435632e-5,6.687492821148495e-5
"53/Uni",8.309877027757466e-4,8.20859681535512e-4,8.657586683519185e-4,4.367462277600526e-5,1.2121584085474185e-5,9.13198009184835e-5
"54/TYB",8.783104214817287e-5,8.716347012668847e-5,8.943321499973538e-5,2.4815392487837464e-6,6.590020638029693e-7,3.850958263419147e-6
"54/Hand",9.512956493462508e-5,9.387585000636486e-5,9.800819417891596e-5,4.688477109060661e-6,2.4981031649467096e-6,8.902775112422953e-6
"54/SYB",8.467137922532859e-4,8.434760679490865e-4,8.520972837693989e-4,1.0633457491032082e-5,6.416893327108251e-6,1.553107955462641e-5
"54/Uni",1.7058462176937608e-4,1.6983598743099723e-4,1.716527370037511e-4,2.30955051756569e-6,1.702090967041142e-6,3.6674995928800815e-6
"55/TYB",1.31337664462626e-4,1.2995483670383693e-4,1.3452293667942286e-4,5.041636954184514e-6,1.3773359668025927e-6,8.152521025352288e-6
"55/Hand",1.388177302898839e-4,1.3763517413754015e-4,1.4034003291744744e-4,3.5083367669473785e-6,2.7334795586820105e-6,4.246965832826664e-6
"55/SYB",1.228740237094462e-3,1.2208533504977823e-3,1.2402415493503209e-3,2.45542123309023e-5,1.7434468975424155e-5,3.3561294556134366e-5
"55/Uni",2.2624433585442607e-4,2.2437990256585178e-4,2.2918165274895728e-4,5.977786246502048e-6,4.006131298960137e-6,7.852469520181995e-6
"56/TYB",2.999949673190713e-4,2.9817344937473533e-4,3.033042171970009e-4,6.218003470783973e-6,3.6567534580302884e-6,9.45580428378431e-6
"56/Hand",3.714221770409495e-4,3.686899001244455e-4,3.7508667060174043e-4,8.17040112219251e-6,6.127169041203602e-6,1.0489481600644498e-5
"56/SYB",2.863376162387431e-3,2.852799914218485e-3,2.87544014248997e-3,2.9248408335175716e-5,2.4224598699797997e-5,3.549382477650261e-5
"56/Uni",7.806241621263326e-4,7.774150480516257e-4,7.8571201460436e-4,1.0324176021862669e-5,7.381202018731777e-6,1.63994754172499e-5
"57/TYB",1.191687801852822e-4,1.178050259128213e-4,1.2206795010715726e-4,4.964738942229133e-6,2.7011537843874135e-6,8.488315299333047e-6
"57/Hand",1.2273192623630163e-4,1.2211871365085244e-4,1.2355303982272743e-4,1.8338542760317958e-6,1.4573903241770162e-6,2.688938811059972e-6
"57/SYB",1.0650897243991491e-3,1.0605216244235637e-3,1.072976610995829e-3,1.5214661279229515e-5,1.0116414320662886e-5,2.349093788380588e-5
"57/Uni",2.5056958561763166e-4,2.491009271703661e-4,2.5264700617020334e-4,4.487563763704127e-6,3.331410108822917e-6,6.504665845356509e-6
"58/TYB",9.701492581516501e-5,9.637596402317285e-5,9.861709866672753e-5,2.4433736523274124e-6,7.516805062501168e-7,4.4756275370525425e-6
"58/Hand",1.0151048682940504e-4,1.0105351788612703e-4,1.0225435279620191e-4,1.4886142084686637e-6,1.0349274136501237e-6,2.4016719239968575e-6
"58/SYB",9.840571989305315e-4,9.79360352922231e-4,9.90079652238637e-4,1.3819750466923525e-5,1.0793043440366692e-5,1.7895193867470865e-5
"58/Uni",1.884130100320493e-4,1.8762418513319323e-4,1.8960782771131824e-4,2.485324507457716e-6,1.707553425554777e-6,3.3541828015945928e-6
"59/TYB",2.8172256741672747e-4,2.7916672024875876e-4,2.8654815945774315e-4,8.833207258131076e-6,5.119933746034939e-6,1.3040915109539112e-5
"59/Hand",3.088063056115061e-4,3.070563132409006e-4,3.116458708886057e-4,5.6835854760463475e-6,3.7643105656989286e-6,8.245918622915342e-6
"59/SYB",2.643220446445048e-3,2.6340556362643834e-3,2.6576876858249304e-3,2.9545048628120183e-5,1.8701821426928988e-5,4.2918518620108337e-5
"59/Uni",6.839645017869771e-4,6.811702360399068e-4,6.87917481828481e-4,8.594824436200557e-6,6.499523254063627e-6,1.1808384673396602e-5
"60/TYB",1.1538269314914942e-4,1.1512520108371971e-4,1.1584999356418848e-4,8.885691239158734e-7,4.7444698195773134e-7,1.3319471095527098e-6
"60/Hand",1.223714373447001e-4,1.2163043240085243e-4,1.2460971096530556e-4,3.076867586438422e-6,1.156140013600211e-6,6.3371614970911675e-6
"60/SYB",1.0426020840182903e-3,1.0383486965671181e-3,1.0492587307468055e-3,1.365922075214714e-5,9.412824684660438e-6,1.8828920173963146e-5
"60/Uni",2.495745854141812e-4,2.462208307348192e-4,2.5703708694006e-4,1.2406145078879057e-5,6.337613013533325e-6,2.257292512283682e-5
"61/TYB",7.275208967039363e-5,7.252439992735164e-5,7.319554822752251e-5,7.991145102507915e-7,4.612745848943026e-7,1.3364347975825176e-6
"61/Hand",7.538542287657037e-5,7.502958314726128e-5,7.590100305387752e-5,1.1136169912784912e-6,8.092656796710829e-7,1.504492943768069e-6
"61/SYB",6.4413429396227e-4,6.411540617235006e-4,6.492745985276999e-4,9.944215241718478e-6,6.3882277349976135e-6,1.4861570853094989e-5
"61/Uni",1.2802481869235636e-4,1.2751174191012981e-4,1.2894988277927042e-4,1.7456120917652015e-6,1.1171142319527762e-6,2.8490448258324102e-6
"62/TYB",8.394958768039943e-5,8.333923611789941e-5,8.541824612766504e-5,2.311266974296969e-6,1.020847366544813e-6,4.141603626299185e-6
"62/Hand",8.781620590016247e-5,8.751511729455419e-5,8.834277036200679e-5,1.0152090861768846e-6,6.543042735269222e-7,1.5845866820417983e-6
"62/SYB",8.454740156419575e-4,8.411347975023091e-4,8.526456465013325e-4,1.4262295919470331e-5,8.934275652588081e-6,2.042735847962694e-5
"62/Uni",1.5822977100033312e-4,1.575824645580724e-4,1.5915721927303822e-4,1.998110330588521e-6,1.5077756478514649e-6,2.7970751065950394e-6
"63/TYB",1.8832924161106348e-4,1.8709900174289942e-4,1.9137146268039936e-4,4.680296987606767e-6,1.857626033672221e-6,8.525567473264726e-6
"63/Hand",2.020037210546434e-4,2.0121852920080232e-4,2.0309885706131656e-4,2.3881836768464544e-6,1.860906973202522e-6,3.3421936111035245e-6
"63/SYB",1.7478442410007121e-3,1.7348075130954384e-3,1.7702651241794229e-3,4.3652525501562677e-5,2.5962849131098622e-5,6.352912422561452e-5
"63/Uni",4.2824666431794567e-4,4.2573850086579724e-4,4.326589974885184e-4,8.425778650159415e-6,5.4329548037305955e-6,1.3225788212759779e-5
"64/TYB",2.5471967673334092e-5,2.5324770115801825e-5,2.5670166074743743e-5,4.428962350710453e-7,3.3591253472034517e-7,6.16764197475868e-7
"64/Hand",2.5834983540698887e-5,2.5602633798156274e-5,2.6423660686916927e-5,9.000858101898678e-7,3.6429612735663706e-7,1.7090055040899444e-6
"64/SYB",2.071932987930874e-4,2.061935302180549e-4,2.0861586298172674e-4,3.0763457075517585e-6,2.232998801914588e-6,4.015755684304999e-6
"64/Uni",4.241628384084574e-5,4.2218737018161603e-5,4.2675138298156e-5,5.846191193783357e-7,4.6280348493158116e-7,7.29373375846974e-7
"65/TYB",3.722691608592868e-5,3.704317483430108e-5,3.752064777538181e-5,5.963646074912154e-7,4.226200496930366e-7,9.401592277093251e-7
"65/Hand",3.716577249155803e-5,3.6973592667191325e-5,3.7418351689297144e-5,5.733221877877933e-7,4.51862920595667e-7,7.219766776800724e-7
"65/SYB",3.1773508139885964e-4,3.1621635504998266e-4,3.1966865607537323e-4,4.429629099965065e-6,3.6609772550265925e-6,5.634922787361121e-6
"65/Uni",6.246173490770163e-5,6.208932508714497e-5,6.309402097947897e-5,1.2357981130784665e-6,7.245035494910297e-7,1.8228174965473746e-6
"66/TYB",1.7876388821750876e-4,1.776194790378213e-4,1.810050228610635e-4,4.049023263673769e-6,2.030201049550804e-6,6.11103917882309e-6
"66/Hand",2.016794717870653e-4,2.0068923995519681e-4,2.0315607752030096e-4,3.101391226618067e-6,2.2102291488302273e-6,4.252757254400561e-6
"66/SYB",1.6851210812106729e-3,1.676290057040751e-3,1.6988158443942668e-3,2.8370334950157248e-5,1.9145264273532346e-5,3.825606205382596e-5
"66/Uni",3.908056075219065e-4,3.8928926535882055e-4,3.944081122521311e-4,5.7601467365192094e-6,2.9179664737012854e-6,1.0909264845380954e-5
"67/TYB",3.1370880398899327e-4,3.1100036893039944e-4,3.1803848538547756e-4,8.698739242377538e-6,5.788499995994561e-6,1.1810001203411286e-5
"67/Hand",3.9117416472484666e-4,3.894607298697035e-4,3.931291970734794e-4,4.767473012535879e-6,4.057886602880264e-6,5.530976081927702e-6
"67/SYB",2.934758684970439e-3,2.920672915317119e-3,2.952544710971415e-3,4.1082671375485754e-5,3.1704591521133894e-5,5.359477487810218e-5
"67/Uni",8.182609190233051e-4,8.14584504533559e-4,8.24149857927114e-4,1.1902463041721789e-5,8.209582950649803e-6,1.7607770304868868e-5
"68/TYB",1.401210049167275e-4,1.390624264255166e-4,1.440119961276651e-4,4.799029025297199e-6,7.69492655238989e-7,1.0363696655715343e-5
"68/Hand",1.4922708545345812e-4,1.486894515575841e-4,1.5002936397213486e-4,1.6967941193662032e-6,1.188021651722422e-6,2.155884428788045e-6
"68/SYB",1.2828517178073524e-3,1.2761569241061805e-3,1.2958121517673133e-3,2.3371641200734405e-5,1.2936428937059946e-5,3.807859700358375e-5
"68/Uni",2.495131536200643e-4,2.48416428156197e-4,2.513346715644002e-4,3.6238400539023246e-6,2.492383930736156e-6,5.903111134329167e-6
"69/TYB",8.717300686985253e-5,8.543731961399314e-5,9.261848721653223e-5,7.025153564257055e-6,5.044492426731857e-7,1.3746080330760288e-5
"69/Hand",9.188226446775455e-5,9.150147593713233e-5,9.23917990310916e-5,1.1423800118447177e-6,9.175928876979916e-7,1.6854988777771968e-6
"69/SYB",8.39003335405141e-4,8.336007704026997e-4,8.504426588304341e-4,1.9560240540820727e-5,8.806299331592799e-6,3.3253994883260764e-5
"69/Uni",1.647779372753576e-4,1.637908843578771e-4,1.6770690951962023e-4,4.051922115143411e-6,1.489309251407396e-6,8.188125569544944e-6
"70/TYB",1.8365623746067285e-4,1.8011810574680565e-4,1.89321062900126e-4,1.150521373789829e-5,7.266905467791389e-6,1.6885787222776487e-5
"70/Hand",1.9974828129634258e-4,1.9888520603999498e-4,2.0120740300044417e-4,2.864136701294938e-6,1.909979357067452e-6,4.426546136744289e-6
"70/SYB",1.6835570553317665e-3,1.6742491940036418e-3,1.6996360043063762e-3,3.1030392551401405e-5,2.0226506357855743e-5,4.837650449405798e-5
"70/Uni",3.9686143943108617e-4,3.9471567221917216e-4,3.9970815726555884e-4,6.411358129712153e-6,4.76672596152137e-6,9.131804425228075e-6
"71/TYB",1.0374786648899318e-4,1.026225307956338e-4,1.0631325040012598e-4,4.096060794579742e-6,8.961071534366569e-7,6.605915850603433e-6
"71/Hand",1.0300268024544825e-4,1.0264548586512155e-4,1.0355927925556898e-4,1.1413955603165593e-6,7.722877688700145e-7,1.5151781260603288e-6
"71/SYB",1.0244357694871723e-3,1.0163676847703758e-3,1.038917313981801e-3,2.7575550646025724e-5,1.693268544142156e-5,4.3842380040193507e-5
"71/Uni",2.0356615747635563e-4,2.018336491348843e-4,2.085348006648322e-4,7.015002370288921e-6,2.7142172917794392e-6,1.3769065141252587e-5
"72/TYB",1.7461540494114158e-4,1.7274620328098532e-4,1.7803909573704e-4,6.411864213399983e-6,3.6138311365185086e-6,9.320987487026202e-6
"72/Hand",2.0151734715327625e-4,1.991649505061408e-4,2.0659089451655746e-4,8.580991938662461e-6,3.1706044075438135e-6,1.3813955731498137e-5
"72/SYB",1.6955447414889933e-3,1.6800093868747353e-3,1.7448973873630167e-3,6.472474130419559e-5,2.150634702018067e-5,1.322971067967376e-4
"72/Uni",3.813990029816827e-4,3.8036267689118777e-4,3.833381407583754e-4,3.5767731501343513e-6,2.083922247919832e-6,5.018713711915511e-6
"73/TYB",3.06355975009501e-4,3.028750637546182e-4,3.139281490817667e-4,1.27673983905104e-5,6.799459341750919e-6,2.214334935117536e-5
"73/Hand",3.6922395774163314e-4,3.673595244530589e-4,3.7242591925896703e-4,6.2066459038162935e-6,3.985388107105154e-6,9.56690942066094e-6
"73/SYB",3.1233000973239534e-3,2.971475146152079e-3,3.472630999423563e-3,5.630221660580611e-4,2.7007154066980687e-4,9.872895529564397e-4
"73/Uni",8.045709242112935e-4,8.008706678636372e-4,8.109939207322895e-4,1.2436252623610284e-5,8.191977029739955e-6,1.967062007904345e-5
"74/TYB",1.9335510525852437e-4,1.920390347018838e-4,1.9575836453586816e-4,4.479478413595184e-6,2.4624919179579307e-6,6.482135974177083e-6
"74/Hand",2.045627471370002e-4,2.0371556645259266e-4,2.0590742792313296e-4,2.7446676303199627e-6,1.9918378445714993e-6,4.235379659037942e-6
"74/SYB",2.047536394931376e-3,2.04026939664036e-3,2.0564723232761027e-3,2.0952028851815402e-5,1.7125514318005553e-5,2.639152238198495e-5
"74/Uni",4.3578704924633106e-4,4.3362538746247696e-4,4.388483438019951e-4,6.621760190153774e-6,4.8066234135669225e-6,8.72315916496856e-6
"75/TYB",2.326464870944619e-4,2.30977557040751e-4,2.3607017789036036e-4,5.976734208783765e-6,2.692124793681197e-6,9.409311382891493e-6
"75/Hand",3.101772124413402e-4,3.027623946312815e-4,3.241294676903636e-4,2.5565780126938967e-5,1.5689369524338464e-5,4.210181470820026e-5
"75/SYB",2.1931433895602823e-3,2.1860766628757117e-3,2.2019744137302044e-3,2.0435258689451435e-5,1.6530020493403282e-5,2.5348305580086993e-5
"75/Uni",5.726170612499117e-4,5.703981790070731e-4,5.760916146760188e-4,7.181638302855407e-6,4.979905350760246e-6,9.9622095836316e-6
"76/TYB",3.712154274145441e-5,3.698279851026112e-5,3.7343348929237945e-5,4.486919697682142e-7,3.12530716074688e-7,6.608739874459027e-7
"76/Hand",3.726057776366361e-5,3.70796776667703e-5,3.764770993147977e-5,6.577793791794449e-7,3.5968971981805314e-7,1.1838198101668825e-6
"76/SYB",3.158301169518382e-4,3.14289932930842e-4,3.195327574852853e-4,5.861202875234319e-6,2.894340013816647e-6,1.085554791831652e-5
"76/Uni",6.2793613569811e-5,6.243550886400045e-5,6.333673109300435e-5,1.1379415987058305e-6,8.264485813207446e-7,1.68684346064191e-6
"77/TYB",1.9721748623996975e-4,1.9464256558567286e-4,2.0126106534153226e-4,8.286832141139812e-6,5.519360067781534e-6,1.1004620972840577e-5
"77/Hand",2.0538449650630357e-4,2.0437837010249497e-4,2.069199121557176e-4,3.200228583447314e-6,2.2218883339868567e-6,4.371812173159345e-6
"77/SYB",2.0781684139743453e-3,2.0667720058932903e-3,2.094781420566141e-3,3.5350979666839234e-5,2.5072340820806063e-5,5.549524352297712e-5
"77/Uni",4.381998452668389e-4,4.356789661571384e-4,4.429555011913181e-4,8.743473855955365e-6,4.373383598567793e-6,1.3228909409998642e-5
"78/TYB",1.0265114102512596e-4,1.0113479886204005e-4,1.069140652194619e-4,5.9569984531053464e-6,1.3596828525124324e-6,1.1613440531337533e-5
"78/Hand",1.0428806327593823e-4,1.032747843147566e-4,1.0565976483436923e-4,3.0485680903916206e-6,2.3099381149916262e-6,3.7026471291713227e-6
"78/SYB",1.0086286176927389e-3,1.004866372514516e-3,1.013787995744497e-3,1.1346403386826449e-5,8.779268467667924e-6,1.5809592429704466e-5
"78/Uni",1.9512772923335433e-4,1.9394517308101057e-4,1.969412998917202e-4,3.7485742535717884e-6,2.63868245733925e-6,5.598923599586276e-6
"79/TYB",1.522326687350869e-4,1.512599209323525e-4,1.5444519314914941e-4,3.5446944555286947e-6,1.0215895312132142e-6,5.816273238816228e-6
"79/Hand",1.72116078356547e-4,1.710711237841419e-4,1.7343487369694875e-4,3.051079202031036e-6,2.4610122323620737e-6,3.7664063167173735e-6
"79/SYB",1.447093508578837e-3,1.437203905917704e-3,1.4608550289645793e-3,3.035503927074657e-5,2.273607956901577e-5,4.365037034147764e-5
"79/Uni",3.2149017401970925e-4,3.195375258568675e-4,3.271812255028635e-4,7.932139158277056e-6,3.008857975505198e-6,1.5866157470635358e-5
"80/TYB",1.1592628750950096e-4,1.1518242154270413e-4,1.1723282132297753e-4,2.4882874955241965e-6,1.416736079859312e-6,3.6459858004009965e-6
"80/Hand",1.2220931271091106e-4,1.2160754421725868e-4,1.2297988155856725e-4,1.7601508951873215e-6,1.4128978156297974e-6,2.273069112528975e-6
"80/SYB",1.087119601108134e-3,1.0618090847507118e-3,1.1675334194675086e-3,1.0639605333701086e-4,3.388715096000467e-5,2.1672399785782468e-4
"80/Uni",2.462081150772671e-4,2.450954950414598e-4,2.4782300358638156e-4,3.4699346772508246e-6,2.561844336144853e-6,5.15692930177386e-6
"81/TYB",8.580925259739159e-5,8.462669644504784e-5,8.78691891208291e-5,3.956910508096415e-6,2.3665170830208844e-6,5.535642665269069e-6
"81/Hand",9.156048479489983e-5,9.128630342893303e-5,9.201983792396885e-5,9.066562607631286e-7,5.575409584380277e-7,1.2373171783932546e-6
"81/SYB",8.658015836961568e-4,8.597552885301412e-4,8.770597090013325e-4,2.0809958828038966e-5,1.2234704788159152e-5,3.325107457934994e-5
"81/Uni",1.6081184421200305e-4,1.600977805675939e-4,1.6190380130428822e-4,2.278167445724704e-6,1.5824144518649652e-6,3.136897944125324e-6
"82/TYB",3.016257504001259e-4,2.9859306607395413e-4,3.0759575162082913e-4,1.0721044890386643e-5,5.350837471461864e-6,1.6034868080597042e-5
"82/Hand",3.6581457206048075e-4,3.6324441977776586e-4,3.693145568016916e-4,7.75727373871351e-6,5.846599928167845e-6,1.0143079044695085e-5
"82/SYB",2.9676890591159464e-3,2.952907107211649e-3,2.9987502316012977e-3,5.347543242116579e-5,2.9357247480811452e-5,9.885590843756473e-5
"82/Uni",7.696473707444967e-4,7.637012113817038e-4,7.849824537523092e-4,2.323455313763161e-5,1.0192854352237034e-5,4.4852927803623125e-5
"83/TYB",1.291156033053994e-4,1.2645485196262598e-4,1.370787838473916e-4,1.0915796177184565e-5,3.964493071631405e-6,2.127161423612868e-5
"83/Hand",1.4365275943030914e-4,1.3775269432614244e-4,1.5361865603675444e-4,1.915636478623631e-5,1.0894598648341109e-5,2.4987197944528732e-5
"83/SYB",1.1914324978366494e-3,1.1832213619723917e-3,1.2110781887546185e-3,3.102932394642306e-5,1.483800857143135e-5,5.877916288039072e-5
"83/Uni",2.425020987633616e-4,2.3960054465569557e-4,2.486652190331369e-4,1.05178629321662e-5,5.659028120510456e-6,1.810080077047485e-5
"84/TYB",7.113143132117233e-5,6.545355560159995e-5,8.174381872737095e-5,1.9682864794838187e-5,1.1636217176171769e-5,3.038862304849292e-5
"84/Hand",6.844174970872699e-5,6.236112226732076e-5,8.145463575609029e-5,2.202501505036539e-5,1.1670855767358144e-5,3.6949965941182294e-5
"84/SYB",5.361735929735005e-4,5.333268751390279e-4,5.409038175828757e-4,9.3905524148314e-6,5.883072042638479e-6,1.3626942802776956e-5
"84/Uni",1.0806620302610098e-4,1.0751942975136141e-4,1.090135195137312e-4,1.835623792721006e-6,1.1238123445116575e-6,2.8198865355620926e-6
"85/TYB",1.1363746915012597e-4,1.1173965726047755e-4,1.1790993008762595e-4,6.991696818068698e-6,3.260325033945404e-6,1.226503127217501e-5
"85/Hand",1.2264861243052616e-4,1.2191322356876402e-4,1.2379831980086038e-4,2.3567084139198127e-6,1.6833974250212323e-6,3.5713040848479948e-6
"85/SYB",1.107357751298696e-3,1.1033237089402975e-3,1.114720117021352e-3,1.3786207733629665e-5,8.849548265927212e-6,2.355251273041705e-5
"85/Uni",2.196117278498908e-4,2.1907290186112122e-4,2.2054950759435693e-4,1.8025380732972531e-6,1.0764514992316446e-6,2.5486751160872166e-6
"86/TYB",3.2943489346653224e-4,3.273081997409463e-4,3.3433677945286035e-4,7.84595178492946e-6,2.807541168952893e-6,1.3527721148281703e-5
"86/Hand",3.9547205697745087e-4,3.9416552316397436e-4,3.9765279224763324e-4,4.309036725915955e-6,2.6986780165331157e-6,5.734954875014629e-6
"86/SYB",3.1330275753512988e-3,3.120868227817118e-3,3.1533694485202436e-3,4.019285882231046e-5,2.576008761053487e-5,6.066511435635342e-5
"86/Uni",9.244096388109028e-4,9.196746458299457e-4,9.345328916795551e-4,1.7277381420856952e-5,7.996135821593617e-6,2.987909204391682e-5
"87/TYB",1.4384033475071188e-4,1.4270546231418845e-4,1.4607193265110254e-4,4.067768463697936e-6,2.0601719851200933e-6,5.9397655935461655e-6
"87/Hand",1.631185439648107e-4,1.6247362170834095e-4,1.6412824664730575e-4,2.0653224437524576e-6,1.4498117692576923e-6,2.8367146090483468e-6
"87/SYB",1.3081336239352825e-3,1.301381609775126e-3,1.3171458462253212e-3,2.0269426279869874e-5,1.551558554164247e-5,2.5361163021356156e-5
"87/Uni",2.629369551781565e-4,2.616828734520823e-4,2.6487291404046125e-4,4.00103179966864e-6,2.848210304965181e-6,5.440723380590326e-6
"88/TYB",5.094725247472524e-5,5.0727078099937546e-5,5.1305502304888294e-5,7.055593746263892e-7,3.9371568301451133e-7,9.190719255159569e-7
"88/Hand",5.115208513224903e-5,5.094186214163252e-5,5.145560234947049e-5,6.535324677638776e-7,4.911217359172658e-7,8.901104481422164e-7
"88/SYB",4.888685616975029e-4,4.873267882193129e-4,4.911128752554456e-4,4.790671181061286e-6,3.564804413716105e-6,6.762127028985535e-6
"88/Uni",8.952055814276849e-5,8.903350304546101e-5,9.069630233570934e-5,1.8484653289566436e-6,9.570515084797683e-7,3.5982294927360237e-6
"89/TYB",9.774925503879784e-5,9.69195583835244e-5,9.917022977024318e-5,2.758177699896222e-6,1.7893575121720212e-6,3.953724849647761e-6
"89/Hand",1.0193884554319084e-4,1.013356465380639e-4,1.0379533154579499e-4,2.4913656187272633e-6,9.062374672841679e-7,5.087192059604404e-6
"89/SYB",9.930408109910787e-4,9.895598997361958e-4,9.973895658738914e-4,1.0104120124425901e-5,8.214281293254052e-6,1.2384678660567185e-5
"89/Uni",1.9148656611463855e-4,1.9089801282222782e-4,1.9260236506483388e-4,2.0467907162783048e-6,1.1510128650812568e-6,3.1144433094068397e-6
"90/TYB",1.784301022067666e-4,1.7760040555149314e-4,1.80165789462626e-4,3.0094935462890443e-6,1.4025552569184919e-6,4.929886681259945e-6
"90/Hand",1.9942113642713855e-4,1.9845111340816528e-4,2.0082440006413633e-4,3.0048366767503226e-6,2.14524724142992e-6,4.111570546147479e-6
"90/SYB",1.697690508700907e-3,1.6901374081149702e-3,1.7098021725192667e-3,2.4447853885233972e-5,1.4640919797748604e-5,3.561901758228391e-5
"90/Uni",4.011082721874118e-4,3.9931218555818007e-4,4.0380717050284145e-4,5.664298569058003e-6,3.902818738071393e-6,8.111739676738756e-6
"91/TYB",2.8976204190403227e-4,2.8821708951145403e-4,2.9515983853489156e-4,6.756506586463622e-6,1.6795118105974024e-6,1.4137906794178834e-5
"91/Hand",3.616732413414866e-4,3.596347624901683e-4,3.6442459174431866e-4,6.1285372861758625e-6,4.7091529683930676e-6,7.685937475199432e-6
